Sale_ID,Business_ID,Date,Customer_ID,Product_ID,Quantity,Selling_Price,Discount_Percent,Total_Amount,Payment_Mode,Payment_Status,Credit_Amount,Notes
SALE0225,BUS001,2026-06-17,CUST010,PROD009,1,₹ 31,0,₹ 31,Credit,Pending,₹ 31,Standard Sale
SALE0226,BUS001,2026-06-17,CUST005,PROD004,9,₹ 61,0,₹ 549,Cash,Completed,0,Standard Sale
SALE0227,BUS001,2026-06-17,CUST002,PROD005,4,₹ 377,0,₹ 1508,UPI,Completed,0,Standard Sale
SALE0228,BUS001,2026-06-17,CUST015,PROD007,3,₹ 678,0,₹ 2034,Credit,Pending,₹ 2034,Standard Sale
SALE0229,BUS001,2026-06-17,CUST023,PROD012,4,₹ 316,0,₹ 1264,Cash,Completed,0,Standard Sale
SALE0230,BUS001,2026-06-17,CUST006,PROD003,31,₹ 9,10,₹ 251,Cash,Completed,0,Standard Sale
SALE0231,BUS001,2026-06-17,CUST023,PROD008,6,₹ 13,10,₹ 70,Cash,Completed,0,Standard Sale
SALE0232,BUS001,2026-06-17,CUST016,PROD003,37,₹ 9,5,₹ 316,UPI,Completed,0,Standard Sale
SALE0233,BUS001,2026-06-17,CUST010,PROD002,2,₹ 95,10,₹ 171,UPI,Completed,0,Standard Sale
SALE0234,BUS001,2026-06-17,CUST035,PROD004,8,₹ 61,0,₹ 488,Cash,Completed,0,Standard Sale
SALE0235,BUS001,2026-06-17,CUST005,PROD005,8,₹ 377,0,₹ 3016,Credit,Pending,₹ 3016,Standard Sale
SALE0236,BUS001,2026-06-17,CUST003,PROD003,14,₹ 9,5,₹ 119,UPI,Completed,0,Standard Sale
SALE0237,BUS001,2026-06-17,CUST025,PROD008,3,₹ 13,10,₹ 35,Cash,Completed,0,Standard Sale
SALE0238,BUS001,2026-06-18,CUST002,PROD006,3,₹ 2106,0,₹ 6318,Cash,Completed,0,Standard Sale
SALE0239,BUS001,2026-06-18,CUST024,PROD007,1,₹ 678,0,₹ 678,UPI,Completed,0,Standard Sale
SALE0240,BUS001,2026-06-18,CUST014,PROD006,1,₹ 2106,0,₹ 2106,UPI,Completed,0,Standard Sale
SALE0241,BUS001,2026-06-18,CUST006,PROD004,7,₹ 61,5,₹ 405,Cash,Completed,0,Standard Sale
SALE0242,BUS001,2026-06-18,CUST028,PROD005,6,₹ 377,0,₹ 2262,Cash,Completed,0,Standard Sale
SALE0243,BUS001,2026-06-18,CUST025,PROD009,2,₹ 31,10,₹ 55,UPI,Completed,0,Standard Sale
SALE0244,BUS001,2026-06-18,CUST008,PROD005,3,₹ 377,0,₹ 1131,Cash,Completed,0,Standard Sale
SALE0245,BUS001,2026-06-18,CUST009,PROD002,4,₹ 95,0,₹ 380,Cash,Completed,0,Standard Sale
SALE0246,BUS001,2026-06-18,CUST009,PROD003,35,₹ 9,0,₹ 315,Cash,Completed,0,Standard Sale
SALE0247,BUS001,2026-06-18,CUST017,PROD005,3,₹ 377,0,₹ 1131,Cash,Completed,0,Standard Sale
SALE0248,BUS001,2026-06-18,CUST012,PROD004,6,₹ 61,0,₹ 366,Cash,Completed,0,Standard Sale
SALE0249,BUS001,2026-06-18,CUST031,PROD004,8,₹ 61,0,₹ 488,Cash,Completed,0,Standard Sale
SALE0250,BUS001,2026-06-18,CUST022,PROD010,3,₹ 440,0,₹ 1320,UPI,Completed,0,Standard Sale
SALE0251,BUS001,2026-06-18,CUST040,PROD001,10,₹ 162,0,₹ 1620,Cash,Completed,0,Standard Sale
SALE0252,BUS001,2026-06-18,CUST014,PROD003,14,₹ 9,0,₹ 126,UPI,Completed,0,Standard Sale
SALE0253,BUS001,2026-06-18,CUST006,PROD003,32,₹ 9,0,₹ 288,Cash,Completed,0,Standard Sale
SALE0254,BUS001,2026-06-19,CUST015,PROD010,3,₹ 440,10,₹ 1188,UPI,Completed,0,Standard Sale
SALE0255,BUS001,2026-06-19,CUST027,PROD001,2,₹ 162,5,₹ 307,UPI,Completed,0,Standard Sale
SALE0256,BUS001,2026-06-19,CUST020,PROD005,3,₹ 377,5,₹ 1074,Cash,Completed,0,Standard Sale
SALE0257,BUS001,2026-06-19,CUST016,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0258,BUS001,2026-06-19,CUST007,PROD004,5,₹ 61,0,₹ 305,UPI,Completed,0,Standard Sale
SALE0259,BUS001,2026-06-19,CUST010,PROD009,5,₹ 31,0,₹ 155,Cash,Completed,0,Standard Sale
SALE0260,BUS001,2026-06-19,CUST032,PROD005,8,₹ 377,10,₹ 2714,Cash,Completed,0,Standard Sale
SALE0261,BUS001,2026-06-19,CUST001,PROD010,5,₹ 440,5,₹ 2090,Credit,Pending,₹ 2090,Standard Sale
SALE0262,BUS001,2026-06-19,CUST026,PROD001,10,₹ 162,5,₹ 1539,Cash,Completed,0,Standard Sale
SALE0263,BUS001,2026-06-19,CUST016,PROD003,15,₹ 9,0,₹ 135,Cash,Completed,0,Standard Sale
SALE0264,BUS001,2026-06-19,CUST004,PROD003,33,₹ 9,5,₹ 282,Cash,Completed,0,Standard Sale
SALE0265,BUS001,2026-06-19,CUST037,PROD006,3,₹ 2106,0,₹ 6318,Credit,Pending,₹ 6318,Standard Sale
SALE0266,BUS001,2026-06-19,CUST015,PROD005,15,₹ 377,0,₹ 5655,Cash,Completed,0,Standard Sale
SALE0267,BUS001,2026-06-19,CUST037,PROD011,1,₹ 199,5,₹ 189,UPI,Completed,0,Standard Sale
SALE0268,BUS001,2026-06-19,CUST022,PROD005,13,₹ 377,0,₹ 4901,UPI,Completed,0,Standard Sale
SALE0269,BUS001,2026-06-19,CUST020,PROD008,10,₹ 13,0,₹ 130,Cash,Completed,0,Standard Sale
SALE0270,BUS001,2026-06-20,CUST020,PROD001,3,₹ 162,0,₹ 486,Cash,Completed,0,Standard Sale
SALE0271,BUS001,2026-06-20,CUST023,PROD005,6,₹ 377,5,₹ 2148,Cash,Completed,0,Standard Sale
SALE0272,BUS001,2026-06-20,CUST014,PROD001,3,₹ 162,0,₹ 486,Credit,Pending,₹ 486,Standard Sale
SALE0273,BUS001,2026-06-20,CUST028,PROD003,22,₹ 9,0,₹ 198,UPI,Completed,0,Standard Sale
SALE0274,BUS001,2026-06-20,CUST028,PROD005,7,₹ 377,0,₹ 2639,Cash,Completed,0,Standard Sale
SALE0275,BUS001,2026-06-20,CUST030,PROD001,2,₹ 162,0,₹ 324,UPI,Completed,0,Standard Sale
SALE0276,BUS001,2026-06-20,CUST013,PROD005,10,₹ 377,0,₹ 3770,UPI,Completed,0,Standard Sale
SALE0277,BUS001,2026-06-20,CUST022,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0278,BUS001,2026-06-20,CUST010,PROD008,4,₹ 13,0,₹ 52,Credit,Pending,₹ 52,Standard Sale
SALE0279,BUS001,2026-06-20,CUST037,PROD005,12,₹ 377,0,₹ 4524,Cash,Completed,0,Standard Sale
SALE0280,BUS001,2026-06-20,CUST002,PROD011,1,₹ 199,0,₹ 199,UPI,Completed,0,Standard Sale
SALE0281,BUS001,2026-06-21,CUST017,PROD002,2,₹ 95,0,₹ 190,UPI,Completed,0,Standard Sale
SALE0282,BUS001,2026-06-21,CUST009,PROD005,7,₹ 377,0,₹ 2639,UPI,Completed,0,Standard Sale
SALE0283,BUS001,2026-06-21,CUST007,PROD004,9,₹ 61,0,₹ 549,UPI,Completed,0,Standard Sale
SALE0284,BUS001,2026-06-21,CUST002,PROD003,33,₹ 9,0,₹ 297,UPI,Completed,0,Standard Sale
SALE0285,BUS001,2026-06-21,CUST037,PROD001,3,₹ 162,0,₹ 486,Cash,Completed,0,Standard Sale
SALE0286,BUS001,2026-06-21,CUST012,PROD006,5,₹ 2106,0,₹ 10530,Cash,Completed,0,Standard Sale
SALE0287,BUS001,2026-06-21,CUST035,PROD005,3,₹ 377,5,₹ 1074,UPI,Completed,0,Standard Sale
SALE0288,BUS001,2026-06-21,CUST030,PROD001,2,₹ 162,5,₹ 307,Cash,Completed,0,Standard Sale
SALE0289,BUS001,2026-06-21,CUST040,PROD002,4,₹ 95,0,₹ 380,Cash,Completed,0,Standard Sale
SALE0290,BUS001,2026-06-21,CUST031,PROD008,4,₹ 13,0,₹ 52,UPI,Completed,0,Standard Sale
SALE0291,BUS001,2026-06-21,CUST034,PROD008,3,₹ 13,10,₹ 35,UPI,Completed,0,Standard Sale
SALE0292,BUS001,2026-06-21,CUST040,PROD001,9,₹ 162,0,₹ 1458,UPI,Completed,0,Standard Sale
SALE0293,BUS001,2026-06-21,CUST001,PROD007,4,₹ 678,10,₹ 2440,Cash,Completed,0,Standard Sale
SALE0294,BUS001,2026-06-21,CUST018,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0295,BUS001,2026-06-21,CUST017,PROD008,6,₹ 13,0,₹ 78,Cash,Completed,0,Standard Sale
SALE0296,BUS001,2026-06-21,CUST007,PROD001,2,₹ 162,0,₹ 324,Cash,Completed,0,Standard Sale
SALE0297,BUS001,2026-06-21,CUST005,PROD004,6,₹ 61,0,₹ 366,Cash,Completed,0,Standard Sale
SALE0298,BUS001,2026-06-22,CUST026,PROD008,6,₹ 13,0,₹ 78,UPI,Completed,0,Standard Sale
SALE0299,BUS001,2026-06-22,CUST003,PROD006,1,₹ 2106,10,₹ 1895,Cash,Completed,0,Standard Sale
SALE0300,BUS001,2026-06-22,CUST015,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0301,BUS001,2026-06-22,CUST035,PROD011,2,₹ 199,0,₹ 398,Cash,Completed,0,Standard Sale
SALE0302,BUS001,2026-06-22,CUST007,PROD009,2,₹ 31,0,₹ 62,Cash,Completed,0,Standard Sale
SALE0303,BUS001,2026-06-22,CUST023,PROD006,1,₹ 2106,0,₹ 2106,Cash,Completed,0,Standard Sale
SALE0304,BUS001,2026-06-22,CUST007,PROD008,6,₹ 13,5,₹ 74,Cash,Completed,0,Standard Sale
SALE0305,BUS001,2026-06-22,CUST033,PROD002,5,₹ 95,0,₹ 475,Cash,Completed,0,Standard Sale
SALE0306,BUS001,2026-06-22,CUST005,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0307,BUS001,2026-06-23,CUST010,PROD006,2,₹ 2106,0,₹ 4212,UPI,Completed,0,Standard Sale
SALE0308,BUS001,2026-06-23,CUST007,PROD003,16,₹ 9,0,₹ 144,UPI,Completed,0,Standard Sale
SALE0309,BUS001,2026-06-23,CUST010,PROD009,5,₹ 31,0,₹ 155,UPI,Completed,0,Standard Sale
SALE0310,BUS001,2026-06-23,CUST012,PROD004,10,₹ 61,10,₹ 549,UPI,Completed,0,Standard Sale
SALE0311,BUS001,2026-06-23,CUST024,PROD004,5,₹ 61,0,₹ 305,Cash,Completed,0,Standard Sale
SALE0312,BUS001,2026-06-23,CUST021,PROD008,5,₹ 13,0,₹ 65,UPI,Completed,0,Standard Sale
SALE0313,BUS001,2026-06-23,CUST003,PROD008,5,₹ 13,0,₹ 65,Cash,Completed,0,Standard Sale
SALE0314,BUS001,2026-06-23,CUST027,PROD004,4,₹ 61,0,₹ 244,Credit,Pending,₹ 244,Standard Sale
SALE0315,BUS001,2026-06-23,CUST001,PROD005,4,₹ 377,0,₹ 1508,UPI,Completed,0,Standard Sale
SALE0316,BUS001,2026-06-23,CUST002,PROD001,2,₹ 162,5,₹ 307,Cash,Completed,0,Standard Sale
SALE0317,BUS001,2026-06-23,CUST007,PROD005,9,₹ 377,0,₹ 3393,Cash,Completed,0,Standard Sale
SALE0318,BUS001,2026-06-23,CUST004,PROD001,5,₹ 162,0,₹ 810,UPI,Completed,0,Standard Sale
SALE0319,BUS001,2026-06-23,CUST018,PROD004,8,₹ 61,0,₹ 488,Cash,Completed,0,Standard Sale
SALE0320,BUS001,2026-06-23,CUST003,PROD005,10,₹ 377,0,₹ 3770,Cash,Completed,0,Standard Sale
SALE0321,BUS001,2026-06-24,CUST036,PROD005,9,₹ 377,0,₹ 3393,UPI,Completed,0,Standard Sale
SALE0322,BUS001,2026-06-24,CUST033,PROD006,4,₹ 2106,0,₹ 8424,Cash,Completed,0,Standard Sale
SALE0323,BUS001,2026-06-24,CUST017,PROD005,7,₹ 377,10,₹ 2375,Cash,Completed,0,Standard Sale
SALE0324,BUS001,2026-06-24,CUST022,PROD005,4,₹ 377,0,₹ 1508,UPI,Completed,0,Standard Sale
SALE0325,BUS001,2026-06-24,CUST007,PROD001,8,₹ 162,0,₹ 1296,UPI,Completed,0,Standard Sale
SALE0326,BUS001,2026-06-24,CUST006,PROD004,2,₹ 61,0,₹ 122,Credit,Pending,₹ 122,Standard Sale
SALE0327,BUS001,2026-06-24,CUST007,PROD012,1,₹ 316,10,₹ 284,UPI,Completed,0,Standard Sale
SALE0328,BUS001,2026-06-24,CUST033,PROD001,10,₹ 162,0,₹ 1620,Credit,Pending,₹ 1620,Standard Sale
SALE0329,BUS001,2026-06-24,CUST033,PROD008,3,₹ 13,0,₹ 39,UPI,Completed,0,Standard Sale
SALE0330,BUS001,2026-06-24,CUST031,PROD008,4,₹ 13,5,₹ 49,Cash,Completed,0,Standard Sale
SALE0331,BUS001,2026-06-24,CUST024,PROD011,5,₹ 199,0,₹ 995,Cash,Completed,0,Standard Sale
SALE0332,BUS001,2026-06-24,CUST035,PROD006,3,₹ 2106,0,₹ 6318,Credit,Pending,₹ 6318,Standard Sale
SALE0333,BUS001,2026-06-24,CUST004,PROD008,9,₹ 13,0,₹ 117,Cash,Completed,0,Standard Sale
SALE0334,BUS001,2026-06-24,CUST040,PROD001,8,₹ 162,0,₹ 1296,Credit,Pending,₹ 1296,Standard Sale
SALE0335,BUS001,2026-06-24,CUST021,PROD004,7,₹ 61,0,₹ 427,UPI,Completed,0,Standard Sale
SALE0336,BUS001,2026-06-24,CUST006,PROD006,4,₹ 2106,0,₹ 8424,UPI,Completed,0,Standard Sale
SALE0337,BUS001,2026-06-24,CUST020,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0338,BUS001,2026-06-24,CUST003,PROD002,3,₹ 95,0,₹ 285,Cash,Completed,0,Standard Sale
SALE0339,BUS001,2026-06-24,CUST038,PROD007,1,₹ 678,5,₹ 644,Cash,Completed,0,Standard Sale
SALE0340,BUS001,2026-06-24,CUST032,PROD008,5,₹ 13,0,₹ 65,UPI,Completed,0,Standard Sale
SALE0341,BUS001,2026-06-25,CUST036,PROD004,3,₹ 61,0,₹ 183,Cash,Completed,0,Standard Sale
SALE0342,BUS001,2026-06-25,CUST017,PROD001,5,₹ 162,10,₹ 729,Cash,Completed,0,Standard Sale
SALE0343,BUS001,2026-06-25,CUST024,PROD006,1,₹ 2106,0,₹ 2106,UPI,Completed,0,Standard Sale
SALE0344,BUS001,2026-06-25,CUST012,PROD010,4,₹ 440,10,₹ 1584,Cash,Completed,0,Standard Sale
SALE0345,BUS001,2026-06-25,CUST033,PROD008,2,₹ 13,0,₹ 26,Cash,Completed,0,Standard Sale
SALE0346,BUS001,2026-06-25,CUST017,PROD004,5,₹ 61,0,₹ 305,UPI,Completed,0,Standard Sale
SALE0347,BUS001,2026-06-25,CUST022,PROD006,4,₹ 2106,0,₹ 8424,Credit,Pending,₹ 8424,Standard Sale
SALE0348,BUS001,2026-06-25,CUST032,PROD006,4,₹ 2106,0,₹ 8424,Cash,Completed,0,Standard Sale
SALE0349,BUS001,2026-06-25,CUST003,PROD010,3,₹ 440,0,₹ 1320,UPI,Completed,0,Standard Sale
SALE0350,BUS001,2026-06-25,CUST020,PROD005,7,₹ 377,10,₹ 2375,UPI,Completed,0,Standard Sale
SALE0351,BUS001,2026-06-25,CUST015,PROD002,4,₹ 95,0,₹ 380,UPI,Completed,0,Standard Sale
SALE0352,BUS001,2026-06-25,CUST021,PROD010,2,₹ 440,0,₹ 880,Cash,Completed,0,Standard Sale
SALE0353,BUS001,2026-06-25,CUST022,PROD007,1,₹ 678,0,₹ 678,Cash,Completed,0,Standard Sale
SALE0354,BUS001,2026-06-25,CUST034,PROD010,2,₹ 440,10,₹ 792,Cash,Completed,0,Standard Sale
SALE0355,BUS001,2026-06-25,CUST017,PROD005,9,₹ 377,0,₹ 3393,UPI,Completed,0,Standard Sale
SALE0356,BUS001,2026-06-25,CUST003,PROD005,4,₹ 377,0,₹ 1508,UPI,Completed,0,Standard Sale
SALE0357,BUS001,2026-06-25,CUST020,PROD003,50,₹ 9,0,₹ 450,UPI,Completed,0,Standard Sale
SALE0358,BUS001,2026-06-25,CUST002,PROD012,2,₹ 316,0,₹ 632,Cash,Completed,0,Standard Sale
SALE0359,BUS001,2026-06-25,CUST028,PROD006,5,₹ 2106,10,₹ 9477,Cash,Completed,0,Standard Sale
SALE0360,BUS001,2026-06-25,CUST018,PROD008,2,₹ 13,0,₹ 26,Cash,Completed,0,Standard Sale
SALE0361,BUS001,2026-06-25,CUST017,PROD005,3,₹ 377,0,₹ 1131,UPI,Completed,0,Standard Sale
SALE0362,BUS001,2026-06-25,CUST002,PROD009,5,₹ 31,0,₹ 155,Cash,Completed,0,Standard Sale
SALE0363,BUS001,2026-06-26,CUST028,PROD003,38,₹ 9,5,₹ 324,Cash,Completed,0,Standard Sale
SALE0364,BUS001,2026-06-26,CUST009,PROD005,15,₹ 377,0,₹ 5655,Cash,Completed,0,Standard Sale
SALE0365,BUS001,2026-06-26,CUST034,PROD004,5,₹ 61,0,₹ 305,UPI,Completed,0,Standard Sale
SALE0366,BUS001,2026-06-26,CUST011,PROD008,9,₹ 13,0,₹ 117,Credit,Pending,₹ 117,Standard Sale
SALE0367,BUS001,2026-06-26,CUST024,PROD005,8,₹ 377,10,₹ 2714,Cash,Completed,0,Standard Sale
SALE0368,BUS001,2026-06-26,CUST003,PROD012,2,₹ 316,0,₹ 632,Credit,Pending,₹ 632,Standard Sale
SALE0369,BUS001,2026-06-26,CUST036,PROD004,10,₹ 61,0,₹ 610,UPI,Completed,0,Standard Sale
SALE0370,BUS001,2026-06-26,CUST021,PROD009,3,₹ 31,0,₹ 93,Cash,Completed,0,Standard Sale
SALE0371,BUS001,2026-06-26,CUST008,PROD008,8,₹ 13,0,₹ 104,UPI,Completed,0,Standard Sale
SALE0372,BUS001,2026-06-26,CUST016,PROD002,2,₹ 95,0,₹ 190,Cash,Completed,0,Standard Sale
SALE0373,BUS001,2026-06-26,CUST019,PROD008,2,₹ 13,0,₹ 26,Cash,Completed,0,Standard Sale
SALE0374,BUS001,2026-06-26,CUST019,PROD007,4,₹ 678,0,₹ 2712,UPI,Completed,0,Standard Sale
SALE0375,BUS001,2026-06-27,CUST002,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0376,BUS001,2026-06-27,CUST031,PROD003,10,₹ 9,10,₹ 81,UPI,Completed,0,Standard Sale
SALE0377,BUS001,2026-06-27,CUST014,PROD009,3,₹ 31,0,₹ 93,UPI,Completed,0,Standard Sale
SALE0378,BUS001,2026-06-27,CUST005,PROD009,4,₹ 31,5,₹ 117,Cash,Completed,0,Standard Sale
SALE0379,BUS001,2026-06-27,CUST011,PROD008,4,₹ 13,0,₹ 52,Credit,Pending,₹ 52,Standard Sale
SALE0380,BUS001,2026-06-27,CUST004,PROD002,3,₹ 95,0,₹ 285,UPI,Completed,0,Standard Sale
SALE0381,BUS001,2026-06-27,CUST005,PROD005,7,₹ 377,0,₹ 2639,UPI,Completed,0,Standard Sale
SALE0382,BUS001,2026-06-27,CUST010,PROD007,4,₹ 678,10,₹ 2440,UPI,Completed,0,Standard Sale
SALE0383,BUS001,2026-06-27,CUST026,PROD006,2,₹ 2106,0,₹ 4212,Cash,Completed,0,Standard Sale
SALE0384,BUS001,2026-06-27,CUST006,PROD008,10,₹ 13,5,₹ 123,Cash,Completed,0,Standard Sale
SALE0385,BUS001,2026-06-28,CUST037,PROD003,18,₹ 9,0,₹ 162,Cash,Completed,0,Standard Sale
SALE0386,BUS001,2026-06-28,CUST009,PROD005,13,₹ 377,0,₹ 4901,UPI,Completed,0,Standard Sale
SALE0387,BUS001,2026-06-28,CUST029,PROD007,5,₹ 678,0,₹ 3390,UPI,Completed,0,Standard Sale
SALE0388,BUS001,2026-06-28,CUST028,PROD009,3,₹ 31,0,₹ 93,Cash,Completed,0,Standard Sale
SALE0389,BUS001,2026-06-28,CUST019,PROD001,5,₹ 162,0,₹ 810,UPI,Completed,0,Standard Sale
SALE0390,BUS001,2026-06-28,CUST020,PROD005,5,₹ 377,0,₹ 1885,UPI,Completed,0,Standard Sale
SALE0391,BUS001,2026-06-28,CUST015,PROD007,3,₹ 678,0,₹ 2034,Credit,Pending,₹ 2034,Standard Sale
SALE0392,BUS001,2026-06-28,CUST024,PROD010,5,₹ 440,10,₹ 1980,UPI,Completed,0,Standard Sale
SALE0393,BUS001,2026-06-28,CUST001,PROD008,2,₹ 13,0,₹ 26,Cash,Completed,0,Standard Sale
SALE0394,BUS001,2026-06-28,CUST021,PROD001,5,₹ 162,0,₹ 810,UPI,Completed,0,Standard Sale
SALE0395,BUS001,2026-06-28,CUST025,PROD004,9,₹ 61,0,₹ 549,Cash,Completed,0,Standard Sale
SALE0396,BUS001,2026-06-29,CUST003,PROD003,32,₹ 9,0,₹ 288,Cash,Completed,0,Standard Sale
SALE0397,BUS001,2026-06-29,CUST037,PROD007,1,₹ 678,10,₹ 610,Cash,Completed,0,Standard Sale
SALE0398,BUS001,2026-06-29,CUST011,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0399,BUS001,2026-06-29,CUST002,PROD008,7,₹ 13,0,₹ 91,Cash,Completed,0,Standard Sale
SALE0400,BUS001,2026-06-29,CUST025,PROD009,5,₹ 31,0,₹ 155,Cash,Completed,0,Standard Sale
SALE0401,BUS001,2026-06-29,CUST001,PROD001,10,₹ 162,5,₹ 1539,Cash,Completed,0,Standard Sale
SALE0402,BUS001,2026-06-29,CUST021,PROD001,6,₹ 162,0,₹ 972,Credit,Pending,₹ 972,Standard Sale
SALE0403,BUS001,2026-06-29,CUST021,PROD011,5,₹ 199,0,₹ 995,Cash,Completed,0,Standard Sale
SALE0404,BUS001,2026-06-29,CUST006,PROD004,8,₹ 61,0,₹ 488,Cash,Completed,0,Standard Sale
SALE0405,BUS001,2026-06-29,CUST024,PROD001,8,₹ 162,0,₹ 1296,UPI,Completed,0,Standard Sale
SALE0406,BUS001,2026-06-29,CUST027,PROD005,11,₹ 377,0,₹ 4147,Cash,Completed,0,Standard Sale
SALE0407,BUS001,2026-06-29,CUST002,PROD008,5,₹ 13,0,₹ 65,UPI,Completed,0,Standard Sale
SALE0408,BUS001,2026-06-29,CUST040,PROD008,4,₹ 13,0,₹ 52,Cash,Completed,0,Standard Sale
SALE0409,BUS001,2026-06-29,CUST031,PROD001,10,₹ 162,0,₹ 1620,UPI,Completed,0,Standard Sale
SALE0410,BUS001,2026-06-30,CUST021,PROD006,2,₹ 2106,0,₹ 4212,UPI,Completed,0,Standard Sale
SALE0411,BUS001,2026-06-30,CUST023,PROD004,3,₹ 61,0,₹ 183,UPI,Completed,0,Standard Sale
SALE0412,BUS001,2026-06-30,CUST008,PROD003,39,₹ 9,0,₹ 351,UPI,Completed,0,Standard Sale
SALE0413,BUS001,2026-06-30,CUST009,PROD005,8,₹ 377,0,₹ 3016,Cash,Completed,0,Standard Sale
SALE0414,BUS001,2026-06-30,CUST002,PROD007,3,₹ 678,0,₹ 2034,Cash,Completed,0,Standard Sale
SALE0415,BUS001,2026-06-30,CUST022,PROD001,6,₹ 162,0,₹ 972,UPI,Completed,0,Standard Sale
SALE0416,BUS001,2026-06-30,CUST037,PROD002,2,₹ 95,5,₹ 180,Cash,Completed,0,Standard Sale
SALE0417,BUS001,2026-06-30,CUST004,PROD001,3,₹ 162,0,₹ 486,Cash,Completed,0,Standard Sale
SALE0418,BUS001,2026-06-30,CUST038,PROD004,10,₹ 61,0,₹ 610,Cash,Completed,0,Standard Sale
SALE0419,BUS001,2026-06-30,CUST034,PROD007,2,₹ 678,0,₹ 1356,Cash,Completed,0,Standard Sale
SALE0420,BUS001,2026-06-30,CUST030,PROD009,1,₹ 31,10,₹ 27,UPI,Completed,0,Standard Sale
SALE0421,BUS001,2026-06-30,CUST021,PROD008,3,₹ 13,0,₹ 39,Cash,Completed,0,Standard Sale
SALE0422,BUS001,2026-06-30,CUST039,PROD008,6,₹ 13,0,₹ 78,Cash,Completed,0,Standard Sale
SALE0423,BUS001,2026-06-30,CUST024,PROD002,5,₹ 95,0,₹ 475,Cash,Completed,0,Standard Sale
SALE0424,BUS001,2026-06-30,CUST011,PROD007,5,₹ 678,0,₹ 3390,Credit,Pending,₹ 3390,Standard Sale
SALE0425,BUS001,2026-06-30,CUST013,PROD005,4,₹ 377,0,₹ 1508,UPI,Completed,0,Standard Sale
SALE0426,BUS001,2026-06-30,CUST014,PROD008,2,₹ 13,0,₹ 26,Cash,Completed,0,Standard Sale
SALE0427,BUS001,2026-06-30,CUST015,PROD010,2,₹ 440,0,₹ 880,Cash,Completed,0,Standard Sale
SALE0428,BUS001,2026-07-01,CUST039,PROD009,5,₹ 31,0,₹ 155,UPI,Completed,0,Standard Sale
SALE0429,BUS001,2026-07-01,CUST008,PROD003,39,₹ 9,0,₹ 351,Cash,Completed,0,Standard Sale
SALE0430,BUS001,2026-07-01,CUST011,PROD004,5,₹ 61,0,₹ 305,Cash,Completed,0,Standard Sale
SALE0431,BUS001,2026-07-01,CUST001,PROD004,9,₹ 61,0,₹ 549,Cash,Completed,0,Standard Sale
SALE0432,BUS001,2026-07-01,CUST034,PROD001,4,₹ 162,0,₹ 648,UPI,Completed,0,Standard Sale
SALE0433,BUS001,2026-07-01,CUST034,PROD010,2,₹ 440,5,₹ 836,UPI,Completed,0,Standard Sale
SALE0434,BUS001,2026-07-01,CUST028,PROD003,24,₹ 9,0,₹ 216,UPI,Completed,0,Standard Sale
SALE0435,BUS001,2026-07-01,CUST012,PROD003,40,₹ 9,0,₹ 360,Cash,Completed,0,Standard Sale
SALE0436,BUS001,2026-07-01,CUST026,PROD004,9,₹ 61,10,₹ 494,Cash,Completed,0,Standard Sale
SALE0437,BUS001,2026-07-01,CUST028,PROD009,5,₹ 31,0,₹ 155,Cash,Completed,0,Standard Sale
SALE0438,BUS001,2026-07-01,CUST040,PROD001,8,₹ 162,0,₹ 1296,Cash,Completed,0,Standard Sale
SALE0439,BUS001,2026-07-01,CUST021,PROD008,4,₹ 13,0,₹ 52,Credit,Pending,₹ 52,Standard Sale
SALE0440,BUS001,2026-07-01,CUST023,PROD005,4,₹ 377,0,₹ 1508,Cash,Completed,0,Standard Sale
SALE0441,BUS001,2026-07-01,CUST023,PROD009,3,₹ 31,0,₹ 93,UPI,Completed,0,Standard Sale
SALE0442,BUS001,2026-07-01,CUST022,PROD004,2,₹ 61,0,₹ 122,UPI,Completed,0,Standard Sale
SALE0443,BUS001,2026-07-01,CUST011,PROD012,3,₹ 316,10,₹ 853,Cash,Completed,0,Standard Sale
SALE0444,BUS001,2026-07-01,CUST035,PROD005,6,₹ 377,0,₹ 2262,Cash,Completed,0,Standard Sale
SALE0445,BUS001,2026-07-02,CUST020,PROD001,8,₹ 162,10,₹ 1166,Cash,Completed,0,Standard Sale
SALE0446,BUS001,2026-07-02,CUST031,PROD010,5,₹ 440,0,₹ 2200,Cash,Completed,0,Standard Sale
SALE0447,BUS001,2026-07-02,CUST035,PROD012,5,₹ 316,0,₹ 1580,Cash,Completed,0,Standard Sale
SALE0448,BUS001,2026-07-02,CUST024,PROD010,5,₹ 440,0,₹ 2200,Credit,Pending,₹ 2200,Standard Sale
